TransactionID,CustomerID,AccountNumber,TransactionTypeID,TransactionAmount,UsageQuantity,TDUAmount,CreatedDate
71773,3062,RESI-106023,2,40.16,240,8.43,2025-07-11
72331,4933,COMM-105536,1,441.61,4093,84.37,2025-07-11
72367,4936,SMALLCOMM-105539,1,122.84,993,22.32,2025-07-11
72591,4949,RESI-105552,2,16.16,106,1.94,2025-07-11
72664,4953,SMALLCOMM-105556,4,12.54,0,0,2025-07-11
72666,4953,SMALLCOMM-105556,2,279.29,2118,67.17,2025-07-11
72980,4973,RESI-105576,2,25.74,212,4.95,2025-07-11
73275,4993,RESI-105598,1,38.74,260,8.16,2025-07-11
73513,403,RESI-106036,2,23.9,136,5.91,2025-07-11
73750,3630,RESI-106049,1,10.38,75,1.8,2025-07-11
510,636,RESI-106097,1,25.44,142,4.48,2025-07-10
863,51,RESI-100055,1,11.79,72,1.8,2025-07-10
1237,76,COMM-100086,1,126.07,1131,20.52,2025-07-10
2044,137,SMALLCOMM-100151,2,150.96,1430,19.13,2025-07-10
2176,151,COMM-100167,1,327.92,3714,47.71,2025-07-10
2470,174,COMM-100190,1,201.39,2293,31.31,2025-07-10
3112,216,RESI-100238,2,37.32,230,5.51,2025-07-10
3775,259,RESI-100284,2,8.06,57,1.42,2025-07-10
3829,261,COMM-100288,1,429.75,3842,85.37,2025-07-10
4784,328,SMALLCOMM-100367,2,349.96,2422,69.07,2025-07-10
5007,343,RESI-100385,2,33.94,204,6.2,2025-07-10
5889,402,RESI-100449,2,9.5,58,2.11,2025-07-10
5907,403,RESI-100450,1,14.75,109,3.49,2025-07-10
6094,417,RESI-100466,2,32.78,192,4.47,2025-07-10
6423,441,RESI-100491,2,23.98,181,2.8,2025-07-10
6662,453,RESI-100507,1,23.05,162,5.19,2025-07-10
7230,493,SMALLCOMM-100553,1,90.35,660,9.18,2025-07-10
7396,506,SMALLCOMM-100569,2,189.52,1540,38.23,2025-07-10
7615,522,SMALLCOMM-100585,2,262.57,1843,35.23,2025-07-10
7947,540,SMALLCOMM-100606,4,11.52,0,0,2025-07-10
7984,542,RESI-100608,1,32.17,185,6.82,2025-07-10
8129,556,RESI-100622,1,36.63,216,8.31,2025-07-10
8549,584,RESI-100652,1,29.21,227,4.08,2025-07-10
8585,587,RESI-100655,1,32.49,219,3.87,2025-07-10
8621,589,RESI-100657,1,15.11,116,3.01,2025-07-10
9116,619,RESI-100692,1,22.33,169,5.58,2025-07-10
9172,624,RESI-100697,1,14.61,104,1.93,2025-07-10
9454,643,SMALLCOMM-100716,1,123.65,956,19.34,2025-07-10
10138,689,RESI-100769,2,26.51,179,5.95,2025-07-10
10984,744,RESI-100832,1,38.12,283,5.13,2025-07-10
11075,751,SMALLCOMM-100840,1,267.57,2314,49.39,2025-07-10
11644,797,RESI-100890,1,18.67,137,2.41,2025-07-10
12087,827,SMALLCOMM-100923,2,358.66,2425,41.24,2025-07-10
12235,837,SMALLCOMM-100934,1,271.07,2114,34.19,2025-07-10
13050,895,RESI-100996,1,25.85,183,5.24,2025-07-10
13162,902,RESI-101003,1,12.95,102,2.82,2025-07-10
13384,914,COMM-101018,1,226.75,2034,53.58,2025-07-10
13647,929,SMALLCOMM-101038,2,162.58,1300,28.31,2025-07-10
13665,930,SMALLCOMM-101039,1,226.79,1731,55.51,2025-07-10
13757,938,RESI-101047,1,44.74,266,5.49,2025-07-10
13848,945,RESI-101055,2,39.82,266,9.65,2025-07-10
14067,962,RESI-101072,1,29.45,164,3.52,2025-07-10
14140,967,RESI-101077,1,45.27,299,5.01,2025-07-10
14234,970,COMM-101083,2,181.27,1518,30.5,2025-07-10
14567,995,RESI-101110,2,17.71,108,3.75,2025-07-10
14678,1005,SMALLCOMM-101120,2,292.75,2007,58.24,2025-07-10
15594,1065,SMALLCOMM-101185,2,91.21,785,18.76,2025-07-10
15887,1088,RESI-101214,1,37.32,298,8.71,2025-07-10
15961,1095,RESI-101221,2,19.74,113,2.83,2025-07-10
16606,1135,COMM-101268,1,251.21,2717,30.98,2025-07-10
16661,1138,COMM-101271,2,362.21,3214,56.23,2025-07-10
17253,1180,SMALLCOMM-101321,2,306.47,2257,74.26,2025-07-10
17713,1216,RESI-101358,1,12.99,89,2.54,2025-07-10
17913,1232,RESI-101375,2,10.78,87,1.35,2025-07-10
18303,1255,COMM-101402,1,123.07,1145,27.34,2025-07-10
18322,1256,RESI-101403,2,46.13,278,9.63,2025-07-10
18803,1284,RESI-101436,2,7.97,55,1.1,2025-07-10
19512,1329,RESI-101487,2,12.35,99,2.93,2025-07-10
19566,1332,SMALLCOMM-101490,1,108.11,1074,11.23,2025-07-10
19895,1356,RESI-101514,1,31.97,257,3.77,2025-07-10
21004,1431,RESI-101604,1,11.43,81,1.28,2025-07-10
21190,1441,RESI-101615,2,20.46,167,2.91,2025-07-10
22245,1507,SMALLCOMM-101695,1,136.88,1297,26.25,2025-07-10
22696,1534,RESI-101727,2,18.91,139,3.15,2025-07-10
22772,1540,RESI-101733,2,12.96,102,3.12,2025-07-10
23138,1570,SMALLCOMM-101767,2,97.29,696,14.93,2025-07-10
23247,1577,SMALLCOMM-101777,1,176.63,1289,25.03,2025-07-10
23448,1595,RESI-101796,1,7.11,55,1.3,2025-07-10
24075,1633,COMM-101840,2,212.58,2218,46.68,2025-07-10
24130,1636,RESI-101844,2,22.06,136,5.51,2025-07-10
24185,1639,RESI-101847,2,10.79,71,1.61,2025-07-10
24293,1645,RESI-101853,2,15.18,103,3.76,2025-07-10
24476,1663,COMM-101873,2,321.51,4004,60.83,2025-07-10
25015,1698,RESI-101911,2,15.88,108,3.04,2025-07-10
25068,1702,RESI-101915,1,14.8,84,2.17,2025-07-10
25217,1709,RESI-101923,2,13.28,108,3.28,2025-07-10
25380,1722,COMM-101939,1,389.36,3601,92.68,2025-07-10
25603,1734,COMM-101954,2,403.99,4562,74.51,2025-07-10
25712,1742,RESI-101963,2,36.03,285,5.64,2025-07-10
25768,1745,SMALLCOMM-101966,2,243.53,2301,33.6,2025-07-10
26080,1767,RESI-101989,2,31.5,201,6.31,2025-07-10
26505,1795,COMM-102020,1,238.87,2540,43.69,2025-07-10
26650,1804,COMM-102031,2,209.21,2206,34.86,2025-07-10
26688,1805,COMM-102033,1,461.31,4884,66.58,2025-07-10
27155,1836,RESI-102067,1,26.59,153,3.96,2025-07-10
27960,1885,RESI-102123,1,16.38,95,1.8,2025-07-10
28053,1895,SMALLCOMM-102133,2,119.45,1051,24.54,2025-07-10
28128,1903,COMM-102141,2,493.42,4655,63.92,2025-07-10
28295,1912,RESI-102154,2,9.74,55,1.85,2025-07-10
28369,1920,RESI-102162,4,2.34,0,0,2025-07-10
28406,1922,RESI-102164,1,8.28,69,0.94,2025-07-10
28700,1939,COMM-102183,1,266.63,2998,52.65,2025-07-10
28772,1944,RESI-102189,2,7.09,54,1.6,2025-07-10
28993,1956,RESI-102206,1,39.09,258,8.98,2025-07-10
29249,1974,SMALLCOMM-102225,2,75.17,552,16.04,2025-07-10
29323,1984,RESI-102235,1,26.85,217,6.09,2025-07-10
29451,1990,SMALLCOMM-102242,1,270.26,2326,57.76,2025-07-10
30474,2068,COMM-102329,2,138.08,1690,27.6,2025-07-10
30879,2091,RESI-102358,2,32.22,251,5.41,2025-07-10
30934,2094,RESI-102361,1,33.44,239,5.43,2025-07-10
31117,2105,RESI-102374,1,22.97,151,4.9,2025-07-10
31428,2131,RESI-102401,1,14.25,101,2.9,2025-07-10
31703,2151,SMALLCOMM-102423,2,280.16,1978,42.62,2025-07-10
31888,2168,SMALLCOMM-102442,2,109.44,791,22.23,2025-07-10
32345,2206,COMM-102481,1,192.57,1748,36.75,2025-07-10
32736,2240,RESI-102518,1,11.46,85,2.65,2025-07-10
32771,2242,RESI-102520,2,43,274,5.24,2025-07-10
32845,2251,RESI-102529,2,41.05,249,4.75,2025-07-10
32975,2260,SMALLCOMM-102538,1,235.74,1652,46.82,2025-07-10
33163,2271,RESI-102549,1,8.93,55,1.92,2025-07-10
33218,2274,RESI-102552,2,23.12,157,2.96,2025-07-10
33693,2307,RESI-102588,2,28.57,219,4.48,2025-07-10
33805,2312,RESI-102595,2,21.26,157,4.36,2025-07-10
33914,2321,SMALLCOMM-102604,1,146.8,1131,19.77,2025-07-10
34060,2336,RESI-102619,1,41.59,260,5.2,2025-07-10
34096,2339,RESI-102622,3,1.96,54,1.95,2025-07-10
35296,2421,RESI-102716,1,36.99,235,4.77,2025-07-10
35405,2425,RESI-102722,1,42.01,254,4.97,2025-07-10
35570,2437,RESI-102734,1,34.83,225,7.51,2025-07-10
36050,2473,RESI-102773,2,46.13,257,5.45,2025-07-10
36051,2473,RESI-102773,1,18.2,130,2.49,2025-07-10
36105,2476,RESI-102776,1,43.56,293,9.54,2025-07-10
36748,2519,SMALLCOMM-102823,2,237,1906,37.06,2025-07-10
36766,2521,RESI-102825,1,9.51,64,1.99,2025-07-10
36898,2529,COMM-102835,2,528.67,4448,109.36,2025-07-10
37170,2547,RESI-102858,2,33.35,275,7.55,2025-07-10
37390,2563,RESI-102874,2,23.03,163,5.37,2025-07-10
37518,2573,RESI-102884,2,45.21,252,5.38,2025-07-10
37556,2575,RESI-102886,1,22.06,157,2.67,2025-07-10
37780,2593,RESI-102906,1,37.12,209,5.77,2025-07-10
37873,2600,SMALLCOMM-102913,2,215.74,1509,37.29,2025-07-10
38132,2619,RESI-102933,1,27.89,198,4.78,2025-07-10
38571,2645,RESI-102967,2,24.54,162,3.95,2025-07-10
39196,2693,RESI-103018,2,30.1,231,6.91,2025-07-10
39382,2704,COMM-103032,1,181.77,1538,20.83,2025-07-10
39456,2710,RESI-103038,1,16.69,121,1.91,2025-07-10
39474,2711,RESI-103039,1,30.5,220,5.52,2025-07-10
39654,2723,RESI-103052,2,27.27,197,5.37,2025-07-10
39964,2741,RESI-103079,1,31.68,207,5.71,2025-07-10
40038,2748,RESI-103087,2,23.56,191,4.09,2025-07-10
40091,2752,SMALLCOMM-103091,1,226.12,1591,34.33,2025-07-10
40126,2756,COMM-103096,2,223.66,2238,35.46,2025-07-10
40257,2765,SMALLCOMM-103105,2,173.93,1474,40.85,2025-07-10
40384,2774,SMALLCOMM-103116,1,139.24,1295,27.42,2025-07-10
40677,2795,RESI-103138,1,13.3,108,2.93,2025-07-10
41026,2815,RESI-103162,1,24.2,141,5.64,2025-07-10
41319,2835,SMALLCOMM-103183,1,337.88,2430,76.71,2025-07-10
41537,2851,SMALLCOMM-103199,1,208.03,1866,39.92,2025-07-10
41556,2852,COMM-103200,2,415.27,3524,100.05,2025-07-10
41868,2873,RESI-103224,1,29.18,175,3.91,2025-07-10
42585,2930,RESI-103287,1,24.63,197,5.23,2025-07-10
42749,2939,RESI-103296,1,18.39,138,2.38,2025-07-10
43378,2986,SMALLCOMM-103350,1,95.79,817,18.28,2025-07-10
43414,2989,SMALLCOMM-103353,1,144.93,1119,32.56,2025-07-10
43911,3024,SMALLCOMM-103392,1,298.56,2152,60.37,2025-07-10
44188,3046,RESI-103414,2,40.77,276,4.48,2025-07-10
44318,3057,RESI-103425,2,21.46,122,4.54,2025-07-10
44564,3073,RESI-103442,2,31.13,212,7.47,2025-07-10
44747,3084,RESI-103455,1,11.85,86,2.95,2025-07-10
44840,3095,SMALLCOMM-103466,1,98.17,912,20.08,2025-07-10
45373,3140,RESI-103512,2,7.44,58,0.84,2025-07-10
45375,3140,RESI-103512,2,35.34,280,7.5,2025-07-10
45983,3185,SMALLCOMM-103560,2,182.71,1320,18.83,2025-07-10
46001,3186,RESI-103561,1,12.36,78,1.45,2025-07-10
46183,3201,RESI-103580,2,28.61,211,5.73,2025-07-10
46184,3201,RESI-103580,1,25.63,153,2.91,2025-07-10
46423,3216,COMM-103599,2,349.11,3108,56.6,2025-07-10
47222,3275,RESI-103666,1,31.9,240,7.43,2025-07-10
47650,3302,RESI-103699,1,15.6,90,2.76,2025-07-10
48715,3372,RESI-103771,1,37.3,232,4.85,2025-07-10
48751,3375,SMALLCOMM-103774,1,156.97,1338,21.07,2025-07-10
48900,3385,RESI-103784,1,30.47,236,5.95,2025-07-10
48956,3389,RESI-103788,1,6.47,53,1.52,2025-07-10
49033,3394,RESI-103795,2,18.67,108,2.34,2025-07-10
49198,3403,COMM-103807,2,390.53,3770,44.54,2025-07-10
49233,3408,RESI-103812,1,21.76,159,3.97,2025-07-10
49308,3413,SMALLCOMM-103817,2,242.14,1673,26.64,2025-07-10
49800,3444,RESI-103853,2,20.98,162,3.21,2025-07-10
50130,3471,RESI-103881,1,17.43,100,3.54,2025-07-10
50275,3487,COMM-103897,1,444.53,4569,65.85,2025-07-10
50460,3496,RESI-103911,1,28.54,209,3.5,2025-07-10
50572,3505,RESI-103920,1,24.17,169,2.72,2025-07-10
50797,3518,SMALLCOMM-103933,2,103.78,692,18.38,2025-07-10
50945,3526,RESI-103941,3,4.94,183,6.76,2025-07-10
51279,3546,RESI-103963,2,23.06,139,5.61,2025-07-10
51688,3574,RESI-103994,2,28.76,227,4.82,2025-07-10
52089,3598,RESI-104026,1,16.9,124,2.81,2025-07-10
52200,3604,RESI-104032,2,36.21,256,4.63,2025-07-10
52714,3638,RESI-104069,2,39.87,243,8.48,2025-07-10
52968,3655,COMM-104088,4,26.99,0,0,2025-07-10
53119,3673,SMALLCOMM-104107,1,234.04,1730,46.19,2025-07-10
53193,3680,COMM-104115,1,359.83,3074,69.38,2025-07-10
53266,3686,RESI-104121,2,30.58,222,4.37,2025-07-10
53430,3700,RESI-104136,2,20.05,133,2.94,2025-07-10
53969,3732,COMM-104176,2,275.15,2932,53.28,2025-07-10
54594,3775,SMALLCOMM-104221,1,123.1,891,20.82,2025-07-10
54884,3797,SMALLCOMM-104247,2,341.75,2337,69.74,2025-07-10
55013,3808,RESI-104260,1,42.28,279,9.44,2025-07-10
55105,3813,RESI-104267,2,33.18,210,5.96,2025-07-10
55678,3849,COMM-104310,1,110.85,1222,15.01,2025-07-10
55882,3862,RESI-104324,1,14.86,121,3.43,2025-07-10
56083,3879,RESI-104342,4,2.36,0,0,2025-07-10
56356,3900,RESI-104364,2,21.16,150,3.05,2025-07-10
56541,3911,COMM-104377,2,377.21,3989,62.14,2025-07-10
56672,3922,RESI-104388,1,31.39,176,6.94,2025-07-10
56690,3923,SMALLCOMM-104389,1,62.33,531,10.58,2025-07-10
56968,3942,COMM-104410,1,358.46,3823,83.85,2025-07-10
57043,3950,SMALLCOMM-104418,2,149.57,1453,30.41,2025-07-10
57208,3960,SMALLCOMM-104429,1,211.89,1871,43.35,2025-07-10
57723,4004,RESI-104475,2,15.28,88,3.29,2025-07-10
58143,4030,RESI-104509,1,23.86,195,4.47,2025-07-10
58161,4032,RESI-104511,1,18.58,144,2.33,2025-07-10
58199,4034,RESI-104513,2,36.73,266,5.49,2025-07-10
58405,4043,RESI-104527,2,25.56,162,5.52,2025-07-10
58553,4056,COMM-104541,2,406.85,4185,71.86,2025-07-10
58588,4057,SMALLCOMM-104544,2,325.09,2263,80.78,2025-07-10
58829,4075,SMALLCOMM-104562,2,320.95,2178,44.93,2025-07-10
58973,4086,RESI-104575,1,13.26,93,2,2025-07-10
59252,4103,RESI-104594,2,12.89,84,3.14,2025-07-10
61026,4224,RESI-104741,2,32.64,254,6.52,2025-07-10
61198,4238,COMM-104758,1,323.49,3045,61.43,2025-07-10
61367,4249,RESI-104773,1,13.65,77,1.86,2025-07-10
61694,4269,SMALLCOMM-104795,2,336.66,2252,41.67,2025-07-10
61786,4274,RESI-104802,2,44.2,265,9.41,2025-07-10
62048,4292,RESI-104822,1,17.18,133,3.91,2025-07-10
62585,4325,RESI-104860,2,35.42,239,6.76,2025-07-10
62735,4334,SMALLCOMM-104869,2,136.53,981,14.87,2025-07-10
63006,4351,RESI-104888,1,20.86,168,3.08,2025-07-10
63025,4353,RESI-104890,1,30.7,181,4.67,2025-07-10
63224,4363,RESI-104902,1,27.12,219,4.71,2025-07-10
63317,4368,RESI-104907,3,21,290,4.91,2025-07-10
63868,4407,SMALLCOMM-104948,1,71.11,536,9.85,2025-07-10
64621,4456,RESI-105004,1,41.75,290,8.46,2025-07-10
64949,4488,RESI-105038,2,32,183,7.21,2025-07-10
65604,4528,COMM-105087,1,91.22,1111,22.65,2025-07-10
65789,4543,RESI-105104,2,34.31,244,6.17,2025-07-10
65881,4552,SMALLCOMM-105113,1,164.63,1467,20.34,2025-07-10
65974,4561,COMM-105123,2,145.87,1306,25.18,2025-07-10
66158,4578,COMM-105145,2,427.06,4118,100.91,2025-07-10
66176,4579,RESI-105146,1,19.85,139,2.01,2025-07-10
66748,4614,COMM-105186,1,114.94,1085,16.57,2025-07-10
66859,4621,COMM-105194,1,149,1349,36.28,2025-07-10
67190,4642,SMALLCOMM-105218,1,265.62,2094,54.51,2025-07-10
67393,4654,RESI-105230,1,13.21,87,2.26,2025-07-10
67468,4658,SMALLCOMM-105234,1,90.52,755,12.89,2025-07-10
68131,4697,SMALLCOMM-105281,1,154.53,1257,16.34,2025-07-10
68592,4732,RESI-105319,2,25.91,181,5.63,2025-07-10
68698,4737,COMM-105325,2,135.35,1604,31.32,2025-07-10
68700,4737,COMM-105325,2,325.02,3943,40.71,2025-07-10
69198,4777,RESI-105366,1,21.63,168,4.75,2025-07-10
69639,4803,RESI-105394,4,2.58,0,0,2025-07-10
70170,4844,RESI-105436,1,34.93,217,6.15,2025-07-10
70353,4860,COMM-105452,1,181.37,1793,26.48,2025-07-10
71165,2020,RESI-105990,1,16.4,120,2.38,2025-07-10
71369,3896,RESI-106001,2,47.2,273,8.02,2025-07-10
71644,1596,RESI-106016,1,34.05,193,6.04,2025-07-10
72888,4966,RESI-105569,2,18.98,128,4.03,2025-07-10
73015,4975,RESI-105578,1,43.98,249,4.73,2025-07-10
74287,3597,RESI-106078,3,15.01,284,9.69,2025-07-10
50,3,SMALLCOMM-100003,1,231.1,1668,55.58,2025-07-09
178,11,SMALLCOMM-100012,1,83.34,661,14.69,2025-07-09
251,106,RESI-106083,1,16.69,104,1.92,2025-07-09
809,48,RESI-100051,2,9.47,67,1.35,2025-07-09
936,56,COMM-100061,3,65.23,2269,38.65,2025-07-09
1069,64,RESI-100071,2,39.2,294,4.23,2025-07-09
1071,64,RESI-100071,1,13.36,90,1.35,2025-07-09
1126,67,COMM-100076,2,284.68,2811,38.15,2025-07-09
1199,75,RESI-100084,1,40.74,270,10.14,2025-07-09
1934,130,RESI-100143,2,12.48,76,1.84,2025-07-09
2028,136,SMALLCOMM-100150,2,176.72,1635,41.61,2025-07-09
2230,155,SMALLCOMM-100171,1,187.72,1450,41.61,2025-07-09
2360,163,RESI-100179,2,50.8,288,11.52,2025-07-09
3184,221,SMALLCOMM-100243,1,185.82,1849,37.88,2025-07-09
3222,223,COMM-100245,1,408.79,4342,50.07,2025-07-09
3258,225,SMALLCOMM-100248,1,75.18,654,17.38,2025-07-09
3848,264,COMM-100291,2,129.8,1469,17.33,2025-07-09
3903,266,RESI-100295,1,16.45,100,3.2,2025-07-09
3978,274,COMM-100303,2,360.15,3220,87.85,2025-07-09
4367,300,RESI-100333,2,22.44,132,2.58,2025-07-09
4566,316,COMM-100351,1,214.97,2533,28.76,2025-07-09
4639,321,COMM-100356,1,96.81,1027,13.82,2025-07-09
4914,337,COMM-100378,1,180.9,2015,29.28,2025-07-09
5006,343,RESI-100385,1,33.94,204,6.2,2025-07-09
5207,357,COMM-100399,1,108.15,1155,16.07,2025-07-09
5298,364,SMALLCOMM-100407,1,163.78,1510,19.21,2025-07-09
5722,392,SMALLCOMM-100438,1,328.53,2375,49.61,2025-07-09
6056,413,COMM-100462,1,218.04,2353,31.31,2025-07-09
6535,447,RESI-100499,1,19.54,131,3.44,2025-07-09
6843,467,RESI-100521,1,15.51,96,2.26,2025-07-09
6935,474,COMM-100528,2,128.36,1453,21.39,2025-07-09
7669,525,COMM-100588,1,208.16,1821,42.75,2025-07-09
8401,576,RESI-100644,2,38.75,276,5.92,2025-07-09
8694,595,RESI-100664,1,26.07,171,6.33,2025-07-09
9023,613,SMALLCOMM-100686,2,192.34,1315,23.55,2025-07-09
9208,628,COMM-100701,1,350.96,3142,86.12,2025-07-09
9416,640,SMALLCOMM-100713,1,150.02,1204,20.39,2025-07-09
9692,661,SMALLCOMM-100736,2,134.64,939,32.6,2025-07-09
9769,668,SMALLCOMM-100743,1,247.32,1921,43.51,2025-07-09
9808,671,RESI-100746,2,48.47,296,11.89,2025-07-09
9899,675,RESI-100752,2,25.58,146,5.14,2025-07-09
10357,704,COMM-100786,1,281.65,3303,29.91,2025-07-09
10450,707,RESI-100791,1,37.81,239,6.87,2025-07-09
12271,840,RESI-100937,4,1.13,0,0,2025-07-09
12422,849,RESI-100947,1,22.11,156,3.8,2025-07-09
12496,858,RESI-100956,1,18.49,138,4.3,2025-07-09
12551,861,SMALLCOMM-100959,1,174.08,1695,36.51,2025-07-09
13402,914,COMM-101020,1,233.1,2189,30.67,2025-07-09
13571,924,RESI-101033,1,22.76,177,2.81,2025-07-09
13994,958,RESI-101068,1,37.97,298,7.79,2025-07-09
14233,970,COMM-101083,1,181.27,1518,30.5,2025-07-09
15759,1077,RESI-101201,2,37.47,298,5.57,2025-07-09
15778,1079,RESI-101203,1,18.06,115,2.3,2025-07-09
15904,1090,SMALLCOMM-101216,4,16.01,0,0,2025-07-09
15999,1097,COMM-101224,2,259.5,2193,59.4,2025-07-09
16034,1099,RESI-101227,2,41.54,241,5.85,2025-07-09
16182,1111,RESI-101240,2,19.11,123,3.18,2025-07-09
16255,1116,RESI-101245,1,45.48,291,5.86,2025-07-09
16454,1130,RESI-101259,2,51.16,291,6.16,2025-07-09
17494,1198,RESI-101339,1,21.36,123,3.17,2025-07-09
18284,1255,COMM-101401,4,25.84,0,0,2025-07-09
18339,1257,COMM-101404,1,200.69,2069,41.04,2025-07-09
18469,1265,RESI-101414,2,14.67,89,2.17,2025-07-09
18837,1287,RESI-101439,2,24.15,184,5.3,2025-07-09
19021,1297,RESI-101451,1,19.47,152,2.35,2025-07-09
19112,1304,RESI-101458,1,36.68,245,4.43,2025-07-09
19310,1315,COMM-101473,1,478.75,4133,85.35,2025-07-09
19456,1325,RESI-101483,1,15.97,133,1.63,2025-07-09
19511,1329,RESI-101487,1,12.35,99,2.93,2025-07-09
19529,1330,SMALLCOMM-101488,1,238.53,1843,52.61,2025-07-09
19659,1340,RESI-101498,2,47.97,283,10.93,2025-07-09
19914,1358,COMM-101516,1,464.42,3967,60.04,2025-07-09
20081,1367,SMALLCOMM-101530,2,123.46,1002,19.35,2025-07-09
20343,1389,SMALLCOMM-101554,2,129.25,1099,19.77,2025-07-09
21116,1437,COMM-101610,1,312,3317,68.92,2025-07-09
21244,1445,SMALLCOMM-101620,2,349.97,2419,74.58,2025-07-09
21727,1476,RESI-101658,2,30.78,226,4.39,2025-07-09
21876,1486,COMM-101672,1,393.8,4220,47.58,2025-07-09
21894,1487,RESI-101673,1,24.97,161,4.62,2025-07-09
22041,1495,RESI-101681,2,11.86,67,1.61,2025-07-09
22601,1527,RESI-101720,2,19.07,133,4.18,2025-07-09
22638,1529,RESI-101722,1,31.25,191,4.06,2025-07-09
22657,1530,RESI-101723,1,26.35,168,4.35,2025-07-09
22713,1535,COMM-101728,1,122.04,1060,12.82,2025-07-09
23119,1566,RESI-101763,1,25.9,179,5.54,2025-07-09
23265,1582,SMALLCOMM-101782,1,351.75,2394,74.39,2025-07-09
23614,1605,COMM-101807,1,387.08,4084,44.25,2025-07-09
23855,1622,RESI-101825,1,12.48,93,2.83,2025-07-09
24128,1636,RESI-101844,4,2.96,0,0,2025-07-09
24148,1637,RESI-101845,1,9.01,62,2.22,2025-07-09
24276,1644,RESI-101852,1,19.69,142,4.14,2025-07-09
24314,1647,RESI-101855,1,22.56,135,3.19,2025-07-09
25067,1702,RESI-101915,2,21,161,4.83,2025-07-09
26412,1788,COMM-102013,2,305.64,3037,40.5,2025-07-09
27246,1841,RESI-102072,1,9.06,52,0.97,2025-07-09
28145,1903,COMM-102142,1,359.27,3122,52.41,2025-07-09
29268,1977,SMALLCOMM-102228,1,201.68,1718,33.94,2025-07-09
29360,1986,RESI-102237,2,9.18,56,1.4,2025-07-09
29414,1988,RESI-102240,4,1.15,0,0,2025-07-09
29434,1989,RESI-102241,2,36.71,239,8.76,2025-07-09
29487,1994,RESI-102246,1,38.87,267,3.95,2025-07-09
29563,2002,RESI-102254,2,22.84,158,3.62,2025-07-09
29899,2022,RESI-102276,1,28.17,226,4.68,2025-07-09
30065,2040,RESI-102296,1,27.45,159,6.7,2025-07-09
30083,2041,RESI-102297,1,31.04,195,7.04,2025-07-09
30490,2070,COMM-102331,2,406.81,4305,51.03,2025-07-09
30582,2074,COMM-102337,1,232.77,2841,50.32,2025-07-09
30600,2075,RESI-102338,2,23.8,146,4.62,2025-07-09
30636,2077,RESI-102340,2,25.02,175,4.26,2025-07-09
31099,2103,COMM-102372,1,288.18,3239,63.43,2025-07-09
31173,2110,RESI-102379,2,28.69,204,5.24,2025-07-09
31191,2111,RESI-102380,1,21.78,168,2.78,2025-07-09
31283,2119,RESI-102388,2,8.46,70,1.34,2025-07-09
31317,2123,SMALLCOMM-102392,2,233.97,1809,24.28,2025-07-09
31375,2126,RESI-102395,2,30.74,210,5.04,2025-07-09
32417,2212,SMALLCOMM-102487,2,124.65,1197,21.56,2025-07-09
32697,2237,SMALLCOMM-102515,4,8.42,0,0,2025-07-09
32919,2256,RESI-102534,1,26.23,158,6.21,2025-07-09
33419,2288,RESI-102568,4,1.48,0,0,2025-07-09
33804,2312,RESI-102595,1,21.26,157,4.36,2025-07-09
34136,2341,COMM-102624,2,514.58,4932,93.41,2025-07-09
34229,2345,RESI-102630,2,23.9,165,4.51,2025-07-09
34300,2351,RESI-102636,2,14.73,117,3.65,2025-07-09
34409,2358,RESI-102644,1,33.49,274,8.15,2025-07-09
35111,2406,RESI-102700,1,11,64,1.28,2025-07-09
35184,2410,SMALLCOMM-102705,2,245.42,1907,48.77,2025-07-09
35202,2412,RESI-102707,2,18.45,140,4.36,2025-07-09
35776,2454,RESI-102754,2,46.15,258,9.49,2025-07-09
35924,2463,RESI-102763,2,37.96,235,4.96,2025-07-09
36086,2475,RESI-102775,2,6.99,57,0.95,2025-07-09
36953,2536,RESI-102844,2,18.02,141,2.25,2025-07-09
37297,2556,SMALLCOMM-102867,1,188.51,1427,22.68,2025-07-09
37593,2577,SMALLCOMM-102888,2,178.71,1545,39.62,2025-07-09
37872,2600,SMALLCOMM-102913,1,215.74,1509,37.29,2025-07-09
38039,2612,SMALLCOMM-102925,2,248.53,2089,28.27,2025-07-09
38957,2675,RESI-103000,2,17.02,124,2.06,2025-07-09
40073,2750,SMALLCOMM-103089,1,53.19,508,9.4,2025-07-09
40403,2775,RESI-103117,1,36.84,270,7.02,2025-07-09
40493,2780,COMM-103123,1,213.4,1829,34.49,2025-07-09
40770,2799,RESI-103143,1,46.45,271,7.65,2025-07-09
40879,2806,SMALLCOMM-103151,1,66.69,575,10.48,2025-07-09
40935,2811,COMM-103156,1,262.14,3269,64.07,2025-07-09
40989,2812,SMALLCOMM-103159,4,10.92,0,0,2025-07-09
41118,2820,SMALLCOMM-103167,4,18.04,0,0,2025-07-09
41555,2852,COMM-103200,1,415.27,3524,100.05,2025-07-09
41592,2854,SMALLCOMM-103202,2,199.27,1667,32.45,2025-07-09
41759,2864,RESI-103214,1,36.52,240,3.75,2025-07-09
42048,2884,COMM-103237,2,411.16,4720,53.86,2025-07-09
42566,2928,COMM-103284,1,444.17,4060,49.31,2025-07-09
42695,2936,RESI-103293,1,10.35,62,1.9,2025-07-09
42878,2948,SMALLCOMM-103306,1,93.1,695,17.92,2025-07-09
42970,2953,SMALLCOMM-103311,2,215.99,1972,40.28,2025-07-09
